Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
стул,864,chair,,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,стула,Gen.Sing,Петя упал со стула.,Petya fell off his chair.,,_,жильё,2,
стул,865,chair,,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,стул,Acc.Sing,"Подвинь стул, пожалуйста.","Move the chair, please.",,_,жильё,2,
стул,866,chair,,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,стулья,Acc.Plur,Мы купили крепкие деревянные стулья.,We bought sturdy wooden chairs.,,_,жильё,2,
июнь,867,June,,N.Masc.Inan,A1,"MiP, LM, МН",1,июня,Gen.Sing,У Маши день рождения пятого июня.,Masha's birthday is on the 5th of June.,,_,время,30,
июнь,868,June,,N.Masc.Inan,A1,"MiP, LM, МН",2,июне,Loc.Sing,Обожаю погоду в июне!,I really love the weather in June!,,_,время,30,
ручка,869,pen,,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,ручку,Acc.Sing,"Дай мне ручку, пожалуйста.","Give me a pen, please.",,_,учёба/работа,10,
ручка,870,pen,,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,ручки,Gen.Sing,У меня нет с собой ручки.,I don't have a pen on me.,,_,учёба/работа,10,
ручка,871,pen,,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,ручкой,Ins.Sing,Я люблю писать гелевой ручкой.,I love writing with a gel pen.,,_,учёба/работа,10,
костюм,872,suit,,N.Masc.Inan,A1,"Golosa, MiP, МН, Кс",1,костюме,Loc.Sing,Я пойду на свадьбу в костюме.,I'll go to the wedding in a suit.,,_,одежда,23,
костюм,873,suit,,N.Masc.Inan,A1,"Golosa, MiP, МН, Кс",2,костюм,Nom.Sing,Этот костюм тебе идёт.,This suit looks good on you.,,_,одежда,23,
костюм,874,suit,,N.Masc.Inan,A1,"Golosa, MiP, МН, Кс",3,костюмы,Nom.Plur,Эти карнавальные костюмы очень красивые.,These carnival costumes are very beautiful.,,_,одежда,23,
подруга,875,girlfriend,,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",1,подруга,Nom.Sing,Моя подруга недавно закончила университет.,My friend recently finished a degree at the university.,,_,"люди, общение",4,
подруга,876,girlfriend,,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",2,подруги,Nom.Plur,У меня две лучшие подруги.,I have two best friends.,,_,"люди, общение",4,
подруга,877,girlfriend,,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",3,подругу,Acc.Sing,Вчера я видел твою подругу в магазине.,Yesterday I saw your friend at the store.,,_,"люди, общение",4,
лекция,878,lecture,,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,лекции,Loc.Sing,Ты вчера был на лекции по экономике?,Did you attend the economics lecture yesterday?,,_,учёба/работа,22,
лекция,879,lecture,,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,лекция,Nom.Sing,Лекция скучная.,The lecture is boring.,,_,учёба/работа,22,
лекция,880,lecture,,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,лекцию,Acc.Sing,Сегодня Миша опоздал на лекцию.,Misha was late for the lecture today.,,_,учёба/работа,22,
август,881,August,,N.Masc.Inan,A1,"MiP, МН, Поехали",1,августа,Gen.Sing,У моей бабушки день рождения пятого августа.,My grandmother's birthday is on the 5th of August.,,_,время,30,
август,882,August,,N.Masc.Inan,A1,"MiP, МН, Поехали",2,августе,Loc.Sing,В августе уже начинает холодать.,It starts getting colder in August.,,_,время,30,
август,883,August,,N.Masc.Inan,A1,"MiP, МН, Поехали",3,август,Nom.Sing,Август – мой любимый месяц.,August is my favorite month.,,_,время,30,
словарь,884,dictionary,,N.Masc.Inan,A1,"Golosa, MiP, МН",1,словарь,Nom.Sing,Где мой словарь?,Where is my dictionary?,,_,учёба/работа,3,Maybe something easier like: Где мой соварь?
словарь,885,dictionary,,N.Masc.Inan,A1,"Golosa, MiP, МН",2,словаря,Gen.Sing,Я могу читать книги на английском языке без словаря.,I can read books in English without a dictionary.,,_,учёба/работа,3,
словарь,886,dictionary,,N.Masc.Inan,A1,"Golosa, MiP, МН",3,словаре,Loc.Sing,Посмотри значение этого слова в словаре.,Look up the meaning of this word in the dictionary.,,_,учёба/работа,3,
любимый,887,favorite,,A,A1,"LM, МН",1,любимый,Nom.Masc.Sing,Мой любимый цвет – красный.,Red is my favourite color.,,_,описание,10,
любимый,888,favorite,,A,A1,"LM, МН",2,любимая,Nom.Fem.Sing,Завтра в Москве выступит моя любимая группа.,My favorite band will perform in Moscow tomorrow.,,_,описание,10,
любимый,889,favorite,,A,A1,"LM, МН",3,любимой,Gen.Fem.Sing,У меня нет любимой книги.,I don't have a favorite book.,,_,описание,10,
холодный,890,cold,,A,A1,"MiP, LM, МН",1,холодно,Adverb,В ноябре на улице очень сыро и холодно.,It's very damp and cold outside in November.,,_,описание,13,
холодный,891,cold,,A,A1,"MiP, LM, МН",2,холодный,Nom.Masc.Sing,Я ненавижу холодный ветер.,I hate cold wind.,,_,описание,13,
холодный,892,cold,,A,A1,"MiP, LM, МН",3,холодную,Acc.Fem.Sing,"Кажется, у нас отключили холодную воду.",It seems that our cold water has been turned off.,,_,описание,13,
вино,893,wine,,N.Neut.Inan,A1,"Golosa, MiP, LM, МН, Поехали",1,вина,Gen.Sing,"Налей мне красного вина, пожалуйста.","Fill my glass with red wine, please.",,_,еда,8,
вино,894,wine,,N.Neut.Inan,A1,"Golosa, MiP, LM, МН, Поехали",2,вино,Acc.Sing,Маша не любит белое вино.,Masha doesn't like white wine.,,_,еда,8,
вино,895,wine,,N.Neut.Inan,A1,"Golosa, MiP, LM, МН, Поехали",3,вином,Ins.Sing,Я схожу в магазин за вином.,I'll go to the store to get some wine.,,_,еда,8,
женский,896,women’s,,A,A1,"Golosa, MiP, МН",1,женский,Nom.Masc.Sing,Где здесь женский туалет?,Where is the ladies' room here?,,_,"люди, описание",17,
женский,897,women’s,,A,A1,"Golosa, MiP, МН",2,женской,Gen.Fem.Sing,Недавно Маша открыла свой магазин женской обуви.,Masha has recently opened her own women’s shoe store.,,_,"люди, описание",17,
женский,898,women’s,,A,A1,"Golosa, MiP, МН",3,женская,Nom.Fem.Sing,В этом магазине продаётся очень качественная женская одежда.,They sell a lot of high-quality women’s clothing in this store.,,_,"люди, описание",17,
платье,899,dress,,N.Neut.Inan,A1,"Golosa, MiP, МН, Кс",1,платье,Acc.Sing,Я испачкала своё любимое платье.,I stained my favorite dress.,,_,одежда,27,
платье,900,dress,,N.Neut.Inan,A1,"Golosa, MiP, МН, Кс",2,платья,Gen.Sing,У меня пока нет платья на выпускной.,I don't have a dress for the graduation ceremony yet.,,_,одежда,27,
платье,901,dress,,N.Neut.Inan,A1,"Golosa, MiP, МН, Кс",3,платьем,Ins.Sing,Это пальто хорошо сочетается с платьем.,This coat goes well with the dress.,,_,одежда,27,
поездка,902,trip,,N.Fem.Inan,A1,"Golosa, MiP, МН",1,поездку,Acc.Sing,Ты берёшь в поездку слишком много вещей.,You are taking too much stuff on the trip.,,_,путешествие,21,
поездка,903,trip,,N.Fem.Inan,A1,"Golosa, MiP, МН",2,поездок,Gen.Plur,Я не могу жить без поездок за рубеж.,I can't live without traveling abroad.,,_,путешествие,21,
поездка,904,trip,,N.Fem.Inan,A1,"Golosa, MiP, МН",3,поездки,Gen.Sing,Мне нужно оформить визу для поездки в Европу.,I need to get a visa to travel to Europe.,,_,путешествие,21,
станция,905,station,,N.Fem.Inan,A1,"MiP, LM, МН",1,станции,Gen.Sing,Поезд едет до конечной станции.,This train goes to the end station.,,_,путешествие,23,
станция,906,station,,N.Fem.Inan,A1,"MiP, LM, МН",2,станция,Nom.Sing,Эта станция метро очень красивая.,This metro station is very beautiful.,,_,путешествие,23,
станция,907,station,,N.Fem.Inan,A1,"MiP, LM, МН",3,станцию,Acc.Sing,Я приехал на станцию за полчаса до отправления поезда.,I arrived at the station half an hour before the train’s departure.,,_,путешествие,23,
мебель,908,furniture,,N.Fem.Inan,A1,"Golosa, MiP, МН",1,мебель,Nom.Sing,У бабушки дома очень красивая мебель.,My grandmother has very beautiful furniture in her home.,,_,жильё,5,
мебель,909,furniture,,N.Fem.Inan,A1,"Golosa, MiP, МН",2,мебели,Gen.Sing,"Мне не нравится, когда в доме много мебели.",I don't it like when there's too much furniture in a house.,,_,жильё,5,
мебель,910,furniture,,N.Fem.Inan,A1,"Golosa, MiP, МН",3,мебелью,Ins.Sing,Я купил квартиру уже с мебелью.,I bought a furnished apartment.,,_,жильё,5,
кресло,911,armchair,,N.Neut.Inan,A1,"Golosa, MiP, МН",1,кресло,Acc.Sing,Я передвинул кресло ближе к окну.,I moved the armchair closer to the window.,,_,жильё,5,
кресло,912,armchair,,N.Neut.Inan,A1,"Golosa, MiP, МН",2,кресле,Loc.Sing,Дедушка любит сидеть в кресле и читать книги.,My grandfather loves to sit in his armchair and read books.,,_,жильё,5,
кресло,913,armchair,,N.Neut.Inan,A1,"Golosa, MiP, МН",3,кресла,Gen.Sing,Моя кошка всегда спит у кресла.,My cat always sleeps next to the armchair.,,_,жильё,5,
